iteration,q1_rad,q2_rad,x_m,y_m,error_m
0,0.3,0.6,0.41092294039181465,0.24532144392389854,0.11982458839701118
1,0.2148154699420135,0.8350395622843099,0.3926440821912318,0.23742035989011975,0.09991601122623842
2,0.13391231734799797,1.0715869780392688,0.36875948953766663,0.2268572725869031,0.07381856468590882
3,0.05971284376286423,1.3103220574048473,0.33934841953358375,0.21388621371603894,0.041726790568631364
4,-0.00264985925405168,1.5524189249443179,0.3042040890615075,0.19916083021224384,0.004287023532682044
5,1.0592103548858964e-05,1.570384923607931,0.30008016219770806,0.2000031615661124,8.022451895567936e-05
6,3.999206155884112e-06,1.570783360367142,0.30000179344192074,0.20000119975380568,2.1577402803184138e-06
7,1.635439179907187e-07,1.570795881533549,0.3000000563434819,0.20000004906316746,7.471132682806966e-08
